Filename,start_date,end_date,mid_date,POINT_1_VELOCITY,POINT_2_VELOCITY,POINT_3_VELOCITY,POINT_4_VELOCITY,POINT_5_VELOCITY,POINT_6_VELOCITY,POINT_7_VELOCITY
2019-06-17_2019-06-23_S1B_S1A_T2.tif,2019-06-17,2019-06-23,2019/06/20,,,,,,,
2020-04-26_2020-05-08_S1A_S1A.tif,2020-04-26,2020-05-08,2020/05/02,7638.0,,,,3056.0,1435.0,828.0
2020-04-15_2020-04-27_S1B_S1B.tif,2020-04-15,2020-04-27,2020/04/21,,,,,,,
2020-08-24_2020-09-05_S1A_S1A.tif,2020-08-24,2020-09-05,2020/08/30,,,6087.0,3937.0,3374.0,1793.0,789.0
2019-04-09_2019-04-21_S1B_S1B_T2.tif,2019-04-09,2019-04-21,2019/04/15,,,,,2689.0,1531.0,795.0
2021-12-03_2021-12-09_S1B_S1A.tif,2021-12-03,2021-12-09,2021/12/06,,,,,3597.0,1793.0,
2021-11-29_2021-12-05_S1B_S1A_T2.tif,2021-11-29,2021-12-05,2021/12/02,,,6228.0,4309.0,3568.0,2073.0,1040.0
2021-03-26_2021-04-01_S1B_S1A.tif,2021-03-26,2021-04-01,2021/03/29,,,,,3410.0,1852.0,905.0
2018-04-19_2018-04-25_S1B_S1A.tif,2018-04-19,2018-04-25,2018/04/22,7199.0,,5032.0,3269.0,2953.0,1532.0,827.0
2020-05-18_2020-05-24_S1B_S1A_T2.tif,2020-05-18,2020-05-24,2020/05/21,,,,,,,
2021-07-26_2021-08-07_S1A_S1A.tif,2021-07-26,2021-08-07,2021/08/01,13940.0,,,4769.0,3892.0,2060.0,971.0
2021-03-02_2021-03-14_S1B_S1B.tif,2021-03-02,2021-03-14,2021/03/08,,,,4037.0,3327.0,1802.0,
2019-08-16_2019-08-22_S1B_S1A.tif,2019-08-16,2019-08-22,2019/08/19,,7341.0,5040.0,3592.0,2904.0,1577.0,769.0
2020-11-22_2020-11-28_S1B_S1A_T2.tif,2020-11-22,2020-11-28,2020/11/25,,,6321.0,4170.0,3319.0,1823.0,771.0
2021-04-01_2021-04-13_S1A_S1A_T2.tif,2021-04-01,2021-04-13,2021/04/07,,,,,,,
2022-08-06_2022-08-18_S1A_S1A.tif,2022-08-06,2022-08-18,2022/08/12,,,,,3233.0,1797.0,
2021-10-19_2021-10-25_S1B_S1A_T2.tif,2021-10-19,2021-10-25,2021/10/22,,,,4433.0,3903.0,2077.0,894.0
2019-07-19_2019-07-25_S1B_S1A_T2.tif,2019-07-19,2019-07-25,2019/07/22,10057.0,7467.0,5488.0,3605.0,2957.0,1720.0,851.0
2021-11-17_2021-11-23_S1B_S1A_T2.tif,2021-11-17,2021-11-23,2021/11/20,10629.0,,,,3172.0,1980.0,944.0
2021-07-27_2021-08-08_S1B_S1B_T2.tif,2021-07-27,2021-08-08,2021/08/02,,,7280.0,4730.0,3912.0,2023.0,943.0
2020-06-23_2020-06-29_S1B_S1A_T2.tif,2020-06-23,2020-06-29,2020/06/26,,,,,,,
2019-06-23_2019-07-05_S1A_S1A.tif,2019-06-23,2019-07-05,2019/06/29,,,,3555.0,2934.0,1647.0,811.0
2020-07-25_2020-08-06_S1B_S1B_T2.tif,2020-07-25,2020-08-06,2020/07/31,,,6357.0,3996.0,3342.0,1747.0,864.0
2021-03-14_2021-03-20_S1B_S1A.tif,2021-03-14,2021-03-20,2021/03/17,10298.0,,,4038.0,3509.0,1731.0,838.0
2020-03-15_2020-03-27_S1B_S1B.tif,2020-03-15,2020-03-27,2020/03/21,,,,,,,
2020-06-26_2020-07-08_S1B_S1B.tif,2020-06-26,2020-07-08,2020/07/02,,,,,,,
2021-09-18_2021-09-24_S1B_S1A_T2.tif,2021-09-18,2021-09-24,2021/09/21,12487.0,9918.0,6793.0,4416.0,3634.0,2077.0,
2020-05-12_2020-05-24_S1A_S1A_T2.tif,2020-05-12,2020-05-24,2020/05/18,,,,,,,
2018-02-22_2018-02-28_S1B_S1A.tif,2018-02-22,2018-02-28,2018/02/25,7264.0,,,3501.0,3069.0,1724.0,790.0
2021-07-14_2021-07-26_S1A_S1A.tif,2021-07-14,2021-07-26,2021/07/20,,,,4737.0,3861.0,2084.0,964.0
2020-03-07_2020-03-19_S1B_S1B.tif,2020-03-07,2020-03-19,2020/03/13,,,,,,1637.0,780.0
2019-08-24_2019-09-05_S1B_S1B.tif,2019-08-24,2019-09-05,2019/08/30,,,,,,,
2019-01-03_2019-01-09_S1B_S1A.tif,2019-01-03,2019-01-09,2019/01/06,,,4644.0,3186.0,2790.0,1392.0,889.0
2020-03-19_2020-03-25_S1B_S1A_T2.tif,2020-03-19,2020-03-25,2020/03/22,,,,,,,
2021-10-12_2021-10-24_S1B_S1B.tif,2021-10-12,2021-10-24,2021/10/18,,,,,,,
2021-07-20_2021-07-26_S1B_S1A_T2.tif,2021-07-20,2021-07-26,2021/07/23,14725.0,,7282.0,4710.0,3656.0,2097.0,1016.0
2021-09-01_2021-09-13_S1B_S1B.tif,2021-09-01,2021-09-13,2021/09/07,,,,,,,
2018-05-20_2018-06-01_S1B_S1B.tif,2018-05-20,2018-06-01,2018/05/26,7235.0,,,,,1527.0,
2018-10-08_2018-10-14_S1B_S1A.tif,2018-10-08,2018-10-14,2018/10/11,8990.0,,4848.0,3501.0,2736.0,1656.0,818.0
2021-09-01_2021-09-07_S1B_S1A_T2.tif,2021-09-01,2021-09-07,2021/09/04,12267.0,,6628.0,,3715.0,1955.0,952.0
2019-11-11_2019-11-17_S1B_S1A.tif,2019-11-11,2019-11-17,2019/11/14,,,,,,,
2021-04-16_2021-04-28_S1A_S1A.tif,2021-04-16,2021-04-28,2021/04/22,,,,3583.0,,1702.0,877.0
2020-03-25_2020-04-06_S1A_S1A_T2.tif,2020-03-25,2020-04-06,2020/03/31,,,,,,,
2020-02-03_2020-02-09_S1B_S1A.tif,2020-02-03,2020-02-09,2020/02/06,,,,,,,
2018-09-14_2018-09-26_S1B_S1B_T2.tif,2018-09-14,2018-09-26,2018/09/20,,,,,,,
2021-04-27_2021-05-03_S1B_S1A_T2.tif,2021-04-27,2021-05-03,2021/04/30,9672.0,,,,,1785.0,950.0
2020-09-17_2020-09-29_S1A_S1A.tif,2020-09-17,2020-09-29,2020/09/23,,,6180.0,,3460.0,1670.0,
2020-10-24_2020-11-05_S1B_S1B.tif,2020-10-24,2020-11-05,2020/10/30,,,,,,,
2021-10-28_2021-11-03_S1B_S1A.tif,2021-10-28,2021-11-03,2021/10/31,11020.0,,,4572.0,4002.0,2097.0,1036.0
2021-02-20_2021-03-04_S1A_S1A.tif,2021-02-20,2021-03-04,2021/02/26,,,,4001.0,,1797.0,867.0
2018-04-02_2018-04-14_S1B_S1B.tif,2018-04-02,2018-04-14,2018/04/08,,,,3401.0,3168.0,1584.0,796.0
2018-06-28_2018-07-10_S1A_S1A.tif,2018-06-28,2018-07-10,2018/07/04,7092.0,,,3298.0,2776.0,1631.0,864.0
2019-02-13_2019-02-19_S1B_S1A.tif,2019-02-13,2019-02-19,2019/02/16,,,4642.0,3203.0,2687.0,1442.0,787.0
2020-09-09_2020-09-21_S1A_S1A_T2.tif,2020-09-09,2020-09-21,2020/09/15,,,,,,,
2021-09-13_2021-09-19_S1B_S1A.tif,2021-09-13,2021-09-19,2021/09/16,,,,,,,
2019-10-11_2019-10-23_S1B_S1B.tif,2019-10-11,2019-10-23,2019/10/17,,,,,,,
2022-04-08_2022-04-20_S1A_S1A.tif,2022-04-08,2022-04-20,2022/04/14,,,,,,1916.0,
2019-02-13_2019-02-19_S1B_S1A_T2.tif,2019-02-13,2019-02-19,2019/02/16,,,,,,,
2019-07-14_2019-07-20_S1B_S1A_T2.tif,2019-07-14,2019-07-20,2019/07/17,10377.0,7538.0,5458.0,3666.0,3251.0,1655.0,879.0
2019-09-17_2019-09-23_S1B_S1A.tif,2019-09-17,2019-09-23,2019/09/20,,,,,,,
2021-12-15_2021-12-21_S1B_S1A.tif,2021-12-15,2021-12-21,2021/12/18,9262.0,,,,3342.0,2196.0,
2018-03-09_2018-03-15_S1B_S1A.tif,2018-03-09,2018-03-15,2018/03/12,7289.0,,4914.0,3472.0,3052.0,1564.0,830.0
2019-08-04_2019-08-16_S1B_S1B_T2.tif,2019-08-04,2019-08-16,2019/08/10,,,,,,,
2020-08-25_2020-08-31_S1B_S1A.tif,2020-08-25,2020-08-31,2020/08/28,,,,,,,
2020-08-01_2020-08-07_S1B_S1A.tif,2020-08-01,2020-08-07,2020/08/04,,,,,,,
2021-10-07_2021-10-19_S1B_S1B_T2.tif,2021-10-07,2021-10-19,2021/10/13,,,,,3642.0,2016.0,
2020-03-01_2020-03-13_S1A_S1A.tif,2020-03-01,2020-03-13,2020/03/07,,,,3484.0,2999.0,1636.0,759.0
2021-04-04_2021-04-16_S1A_S1A.tif,2021-04-04,2021-04-16,2021/04/10,,,,3948.0,,1709.0,
2020-06-02_2020-06-08_S1B_S1A.tif,2020-06-02,2020-06-08,2020/06/05,,,,,,,
2020-08-25_2020-08-31_S1B_S1A_T2.tif,2020-08-25,2020-08-31,2020/08/28,11428.0,8277.0,6125.0,3991.0,3306.0,1918.0,814.0
2020-06-11_2020-06-17_S1B_S1A_T2.tif,2020-06-11,2020-06-17,2020/06/14,,,,,,,
2018-06-04_2018-06-16_S1A_S1A.tif,2018-06-04,2018-06-16,2018/06/10,,,,,2855.0,1671.0,882.0
2019-03-13_2019-03-25_S1B_S1B_T2.tif,2019-03-13,2019-03-25,2019/03/19,,,,,,,
2018-04-07_2018-04-19_S1B_S1B.tif,2018-04-07,2018-04-19,2018/04/13,,,,3410.0,2948.0,1589.0,792.0
2021-03-14_2021-03-20_S1B_S1A_T2.tif,2021-03-14,2021-03-20,2021/03/17,,,,,,,
2019-01-26_2019-02-07_S1A_S1A.tif,2019-01-26,2019-02-07,2019/02/01,,,,,,,
2020-08-23_2020-09-04_S1B_S1B.tif,2020-08-23,2020-09-04,2020/08/29,,,,,,,
2019-05-08_2019-05-14_S1B_S1A.tif,2019-05-08,2019-05-14,2019/05/11,,,,,,,
2019-10-09_2019-10-21_S1A_S1A_T2.tif,2019-10-09,2019-10-21,2019/10/15,,,,,,,
2020-03-03_2020-03-09_S1B_S1A.tif,2020-03-03,2020-03-09,2020/03/06,,,,,,,
2021-10-12_2021-10-18_S1B_S1A_T2.tif,2021-10-12,2021-10-18,2021/10/15,11677.0,,6377.0,4606.0,3586.0,1932.0,917.0
2019-08-01_2019-08-13_S1A_S1A.tif,2019-08-01,2019-08-13,2019/08/07,,,5037.0,3448.0,3004.0,1513.0,821.0
2019-02-17_2019-02-23_S1B_S1A.tif,2019-02-17,2019-02-23,2019/02/20,,,,3312.0,2827.0,1755.0,870.0
2020-05-14_2020-05-20_S1B_S1A_T2.tif,2020-05-14,2020-05-20,2020/05/17,7846.0,6365.0,,,,1619.0,
2019-06-26_2019-07-08_S1A_S1A.tif,2019-06-26,2019-07-08,2019/07/02,,,5306.0,3545.0,3007.0,1575.0,823.0
2021-05-03_2021-05-15_S1A_S1A.tif,2021-05-03,2021-05-15,2021/05/09,10334.0,,,4022.0,,1775.0,877.0
2021-10-07_2021-10-13_S1B_S1A.tif,2021-10-07,2021-10-13,2021/10/10,,,,,,,
2018-02-13_2018-02-19_S1B_S1A.tif,2018-02-13,2018-02-19,2018/02/16,,,4822.0,3513.0,3057.0,1468.0,819.0
2018-07-12_2018-07-24_S1B_S1B.tif,2018-07-12,2018-07-24,2018/07/18,7189.0,,4306.0,3024.0,2798.0,1542.0,820.0
2018-06-28_2018-07-10_S1A_S1A_T2.tif,2018-06-28,2018-07-10,2018/07/04,,,,,,,
2018-01-29_2018-02-04_S1B_S1A_T2.tif,2018-01-29,2018-02-04,2018/02/01,,,,,,,
2020-10-12_2020-10-18_S1B_S1A_T2.tif,2020-10-12,2020-10-18,2020/10/15,10988.0,,6251.0,4162.0,3540.0,1778.0,884.0
2020-03-27_2020-04-02_S1B_S1A.tif,2020-03-27,2020-04-02,2020/03/30,,,,,,,
2021-09-22_2021-10-04_S1B_S1B.tif,2021-09-22,2021-10-04,2021/09/28,11877.0,,,,3700.0,2002.0,844.0
2021-06-26_2021-07-08_S1B_S1B.tif,2021-06-26,2021-07-08,2021/07/02,,,,,,,
2019-08-10_2019-08-22_S1A_S1A_T2.tif,2019-08-10,2019-08-22,2019/08/16,,,,,,,
2020-02-20_2020-02-26_S1B_S1A_T2.tif,2020-02-20,2020-02-26,2020/02/23,,,,3452.0,3010.0,1432.0,788.0
2021-01-08_2021-01-14_S1B_S1A_T2.tif,2021-01-08,2021-01-14,2021/01/11,10449.0,,,4172.0,3348.0,1820.0,
2018-02-28_2018-03-12_S1A_S1A_T2.tif,2018-02-28,2018-03-12,2018/03/06,,,,,,,
2020-02-15_2020-02-21_S1B_S1A.tif,2020-02-15,2020-02-21,2020/02/18,,,,,,,
2018-03-10_2018-03-22_S1A_S1A_T2.tif,2018-03-10,2018-03-22,2018/03/16,,,,3439.0,2904.0,1560.0,809.0
2021-04-19_2021-04-25_S1B_S1A.tif,2021-04-19,2021-04-25,2021/04/22,,,,3943.0,,1918.0,
2019-04-30_2019-05-12_S1B_S1B.tif,2019-04-30,2019-05-12,2019/05/06,7663.0,,,,,1590.0,805.0
2021-08-18_2021-08-30_S1B_S1B.tif,2021-08-18,2021-08-30,2021/08/24,,,,,,,
2020-09-30_2020-10-12_S1B_S1B_T2.tif,2020-09-30,2020-10-12,2020/10/06,11229.0,,6188.0,4167.0,3530.0,1720.0,851.0
2021-11-21_2021-11-27_S1B_S1A_T2.tif,2021-11-21,2021-11-27,2021/11/24,,,,,,,
2021-04-19_2021-04-25_S1B_S1A_T2.tif,2021-04-19,2021-04-25,2021/04/22,,,,,,,
2018-04-01_2018-04-13_S1A_S1A.tif,2018-04-01,2018-04-13,2018/04/07,,,,3324.0,2996.0,1644.0,788.0
2019-04-19_2019-05-01_S1B_S1B.tif,2019-04-19,2019-05-01,2019/04/25,,,,,,,
2018-05-11_2018-05-23_S1A_S1A.tif,2018-05-11,2018-05-23,2018/05/17,7157.0,,,,,1699.0,
2019-09-21_2019-10-03_S1B_S1B.tif,2019-09-21,2019-10-03,2019/09/27,,,5346.0,,2937.0,1562.0,
2022-08-21_2022-09-02_S1A_S1A.tif,2022-08-21,2022-09-02,2022/08/27,,,,3891.0,3338.0,1760.0,862.0
2018-10-08_2018-10-20_S1B_S1B.tif,2018-10-08,2018-10-20,2018/10/14,,,4815.0,,2946.0,1787.0,
2021-04-25_2021-05-07_S1A_S1A_T2.tif,2021-04-25,2021-05-07,2021/05/01,,,,,,,
2020-05-30_2020-06-11_S1B_S1B.tif,2020-05-30,2020-06-11,2020/06/05,,,,,2983.0,1598.0,719.0
2019-08-31_2019-09-06_S1B_S1A_T2.tif,2019-08-31,2019-09-06,2019/09/03,10431.0,7898.0,5670.0,,3074.0,1590.0,746.0
2020-06-07_2020-06-13_S1B_S1A_T2.tif,2020-06-07,2020-06-13,2020/06/10,9655.0,7161.0,5252.0,3635.0,,1574.0,743.0
2018-04-23_2018-04-29_S1B_S1A.tif,2018-04-23,2018-04-29,2018/04/26,7624.0,,,,,1676.0,784.0
2019-04-14_2019-04-20_S1B_S1A.tif,2019-04-14,2019-04-20,2019/04/17,,,,,,,
2020-12-08_2020-12-14_S1B_S1A.tif,2020-12-08,2020-12-14,2020/12/11,,,6072.0,4092.0,3292.0,1911.0,837.0
2018-08-15_2018-08-27_S1A_S1A.tif,2018-08-15,2018-08-27,2018/08/21,,,,,,1665.0,
2021-04-27_2021-05-03_S1B_S1A.tif,2021-04-27,2021-05-03,2021/04/30,,,,,,,
2021-08-23_2021-09-04_S1A_S1A_T2.tif,2021-08-23,2021-09-04,2021/08/29,,,,,,,
2020-05-02_2020-05-08_S1B_S1A.tif,2020-05-02,2020-05-08,2020/05/05,,,,,,,
2020-11-05_2020-11-11_S1B_S1A.tif,2020-11-05,2020-11-11,2020/11/08,,,,,,,
2019-09-18_2019-09-30_S1A_S1A.tif,2019-09-18,2019-09-30,2019/09/24,9989.0,,5482.0,,3154.0,1626.0,793.0
2019-08-30_2019-09-11_S1A_S1A.tif,2019-08-30,2019-09-11,2019/09/05,10206.0,,5480.0,3626.0,2972.0,1565.0,730.0
2020-12-16_2020-12-22_S1B_S1A.tif,2020-12-16,2020-12-22,2020/12/19,,,,,,,
2021-09-25_2021-10-07_S1B_S1B.tif,2021-09-25,2021-10-07,2021/10/01,,,,,,,
2020-10-05_2020-10-17_S1B_S1B_T2.tif,2020-10-05,2020-10-17,2020/10/11,,,,4064.0,3453.0,1681.0,813.0
2021-08-05_2021-08-17_S1B_S1B_T2.tif,2021-08-05,2021-08-17,2021/08/11,,,,,,,
2020-04-12_2020-04-18_S1B_S1A_T2.tif,2020-04-12,2020-04-18,2020/04/15,,,,,,,
2020-03-28_2020-04-09_S1A_S1A.tif,2020-03-28,2020-04-09,2020/04/03,,,,3312.0,2946.0,1620.0,783.0
2018-11-28_2018-12-04_S1B_S1A.tif,2018-11-28,2018-12-04,2018/12/01,,,4921.0,3393.0,2688.0,1549.0,800.0
2018-05-05_2018-05-11_S1B_S1A.tif,2018-05-05,2018-05-11,2018/05/08,,,,3388.0,2930.0,1693.0,845.0
2020-09-30_2020-10-06_S1B_S1A_T2.tif,2020-09-30,2020-10-06,2020/10/03,11272.0,,6257.0,4127.0,3510.0,1719.0,835.0
2021-06-14_2021-06-26_S1B_S1B_T2.tif,2021-06-14,2021-06-26,2021/06/20,,,,4586.0,,1887.0,850.0
2022-03-30_2022-04-11_S1A_S1A.tif,2022-03-30,2022-04-11,2022/04/05,,,,,3232.0,1747.0,835.0
2019-08-12_2019-08-18_S1B_S1A.tif,2019-08-12,2019-08-18,2019/08/15,,,,,,,
2021-08-20_2021-09-01_S1B_S1B.tif,2021-08-20,2021-09-01,2021/08/26,,,,,,,
2019-04-04_2019-04-16_S1B_S1B_T2.tif,2019-04-04,2019-04-16,2019/04/10,,,,,,1533.0,717.0
2020-03-19_2020-03-31_S1B_S1B.tif,2020-03-19,2020-03-31,2020/03/25,,,,,,1657.0,837.0
2021-04-19_2021-05-01_S1B_S1B_T2.tif,2021-04-19,2021-05-01,2021/04/25,,,,,,,
2020-06-19_2020-07-01_S1B_S1B.tif,2020-06-19,2020-07-01,2020/06/25,,,,,,,
2020-06-24_2020-07-06_S1B_S1B.tif,2020-06-24,2020-07-06,2020/06/30,,,,,,,
2021-04-22_2021-05-04_S1B_S1B_T2.tif,2021-04-22,2021-05-04,2021/04/28,,,,3858.0,3414.0,1827.0,818.0
2022-10-05_2022-10-17_S1A_S1A.tif,2022-10-05,2022-10-17,2022/10/11,10597.0,,,,3335.0,1764.0,911.0
2018-04-07_2018-04-13_S1B_S1A.tif,2018-04-07,2018-04-13,2018/04/10,,,,3496.0,2919.0,1656.0,800.0
2018-03-21_2018-03-27_S1B_S1A.tif,2018-03-21,2018-03-27,2018/03/24,7511.0,6223.0,,3429.0,3039.0,1494.0,738.0
2021-05-22_2021-06-03_S1A_S1A.tif,2021-05-22,2021-06-03,2021/05/28,,,,,,1787.0,
2019-10-21_2019-11-02_S1A_S1A_T2.tif,2019-10-21,2019-11-02,2019/10/27,,,,,,,
2020-06-26_2020-07-02_S1B_S1A_T2.tif,2020-06-26,2020-07-02,2020/06/29,11072.0,,5703.0,3732.0,3138.0,1719.0,776.0
2020-07-02_2020-07-14_S1A_S1A.tif,2020-07-02,2020-07-14,2020/07/08,,,5995.0,3886.0,3295.0,1737.0,821.0
2020-09-04_2020-09-16_S1B_S1B_T2.tif,2020-09-04,2020-09-16,2020/09/10,,,,,,,
2019-06-01_2019-06-13_S1B_S1B_T2.tif,2019-06-01,2019-06-13,2019/06/07,,,,,3037.0,1545.0,764.0
2018-12-10_2018-12-16_S1B_S1A.tif,2018-12-10,2018-12-16,2018/12/13,7322.0,,4479.0,3316.0,2728.0,1534.0,816.0
2018-03-12_2018-03-24_S1A_S1A.tif,2018-03-12,2018-03-24,2018/03/18,,,,,2908.0,1979.0,823.0
2022-09-26_2022-10-08_S1A_S1A.tif,2022-09-26,2022-10-08,2022/10/02,,,,3883.0,3197.0,1765.0,868.0
2020-07-26_2020-08-07_S1A_S1A.tif,2020-07-26,2020-08-07,2020/08/01,,,6327.0,4020.0,3393.0,1734.0,859.0
2020-04-06_2020-04-18_S1A_S1A_T2.tif,2020-04-06,2020-04-18,2020/04/12,,,,,,,
2019-06-25_2019-07-01_S1B_S1A_T2.tif,2019-06-25,2019-07-01,2019/06/28,9650.0,7051.0,5219.0,3532.0,,1627.0,863.0
2020-09-12_2020-09-24_S1A_S1A.tif,2020-09-12,2020-09-24,2020/09/18,10815.0,,6044.0,,3361.0,1779.0,794.0
2019-09-11_2019-09-23_S1A_S1A.tif,2019-09-11,2019-09-23,2019/09/17,,,5405.0,3527.0,3106.0,1561.0,702.0
2019-10-11_2019-10-17_S1B_S1A_T2.tif,2019-10-11,2019-10-17,2019/10/14,,7900.0,5607.0,3627.0,3111.0,1611.0,803.0
2020-01-03_2020-01-09_S1B_S1A.tif,2020-01-03,2020-01-09,2020/01/06,,,,,,,
2020-07-25_2020-08-06_S1B_S1B.tif,2020-07-25,2020-08-06,2020/07/31,,,,,,,
2019-10-24_2019-11-05_S1A_S1A.tif,2019-10-24,2019-11-05,2019/10/30,,,5513.0,3713.0,3072.0,1608.0,790.0
2021-09-23_2021-10-05_S1B_S1B.tif,2021-09-23,2021-10-05,2021/09/29,,,,,,,
2019-06-02_2019-06-14_S1A_S1A.tif,2019-06-02,2019-06-14,2019/06/08,,,5109.0,3444.0,3022.0,1526.0,790.0
2021-07-15_2021-07-27_S1B_S1B.tif,2021-07-15,2021-07-27,2021/07/21,,,,,,,
2018-08-12_2018-08-18_S1B_S1A.tif,2018-08-12,2018-08-18,2018/08/15,8585.0,,4600.0,3236.0,3142.0,1601.0,850.0
2018-07-19_2018-07-31_S1B_S1B.tif,2018-07-19,2018-07-31,2018/07/25,,,4400.0,3115.0,2811.0,1546.0,816.0
2021-08-05_2021-08-17_S1B_S1B.tif,2021-08-05,2021-08-17,2021/08/11,,,,4584.0,3707.0,2042.0,897.0
2019-03-28_2019-04-09_S1B_S1B.tif,2019-03-28,2019-04-09,2019/04/03,,,,,2856.0,1534.0,722.0
2020-04-24_2020-05-06_S1B_S1B.tif,2020-04-24,2020-05-06,2020/04/30,7507.0,,,,2899.0,1555.0,724.0
2021-09-16_2021-09-28_S1A_S1A_T2.tif,2021-09-16,2021-09-28,2021/09/22,,,,,,,
2020-07-05_2020-07-17_S1B_S1B_T2.tif,2020-07-05,2020-07-17,2020/07/11,,,,,,,
2021-11-03_2021-11-15_S1A_S1A.tif,2021-11-03,2021-11-15,2021/11/09,,,,,3584.0,1911.0,
2019-11-20_2019-11-26_S1B_S1A_T2.tif,2019-11-20,2019-11-26,2019/11/23,,,,,,,
2021-07-20_2021-08-01_S1B_S1B_T2.tif,2021-07-20,2021-08-01,2021/07/26,,,7363.0,4701.0,3876.0,2071.0,962.0
2021-04-10_2021-04-22_S1B_S1B_T2.tif,2021-04-10,2021-04-22,2021/04/16,,,,3920.0,3260.0,1715.0,894.0
2020-03-27_2020-04-08_S1B_S1B_T2.tif,2020-03-27,2020-04-08,2020/04/02,,,,,2910.0,1501.0,761.0
2021-04-20_2021-05-02_S1B_S1B.tif,2021-04-20,2021-05-02,2021/04/26,,,,,,,
2018-04-11_2018-04-17_S1B_S1A.tif,2018-04-11,2018-04-17,2018/04/14,,,,3551.0,2585.0,1506.0,926.0
2020-09-18_2020-09-30_S1B_S1B.tif,2020-09-18,2020-09-30,2020/09/24,,,,,,,
2020-11-26_2020-12-02_S1B_S1A_T2.tif,2020-11-26,2020-12-02,2020/11/29,,,,,,,
2021-04-27_2021-05-09_S1B_S1B_T2.tif,2021-04-27,2021-05-09,2021/05/03,10009.0,,,4001.0,,1791.0,
2021-06-18_2021-06-30_S1B_S1B_T2.tif,2021-06-18,2021-06-30,2021/06/24,,,,,,,
2019-07-05_2019-07-17_S1A_S1A.tif,2019-07-05,2019-07-17,2019/07/11,,,,3647.0,2986.0,1662.0,
2019-06-25_2019-07-07_S1B_S1B_T2.tif,2019-06-25,2019-07-07,2019/07/01,,,5310.0,3523.0,3072.0,1620.0,830.0
2018-08-30_2018-09-11_S1A_S1A.tif,2018-08-30,2018-09-11,2018/09/05,,,,,2795.0,1515.0,783.0
2018-11-01_2018-11-07_S1B_S1A_T2.tif,2018-11-01,2018-11-07,2018/11/04,,,,,,,
2020-07-20_2020-08-01_S1B_S1B_T2.tif,2020-07-20,2020-08-01,2020/07/26,,,6246.0,4030.0,3559.0,1806.0,849.0
2021-03-16_2021-03-28_S1A_S1A.tif,2021-03-16,2021-03-28,2021/03/22,,,,4031.0,3409.0,1788.0,841.0
2019-05-20_2019-05-26_S1B_S1A.tif,2019-05-20,2019-05-26,2019/05/23,,,,,,,
2021-02-24_2021-03-08_S1A_S1A_T2.tif,2021-02-24,2021-03-08,2021/03/02,,,,,,,
2019-04-04_2019-04-16_S1B_S1B.tif,2019-04-04,2019-04-16,2019/04/10,,,,,,,
2020-11-17_2020-11-23_S1B_S1A_T2.tif,2020-11-17,2020-11-23,2020/11/20,,,6177.0,4176.0,3464.0,1842.0,807.0
2018-04-25_2018-05-07_S1A_S1A.tif,2018-04-25,2018-05-07,2018/05/01,,,,3335.0,2956.0,1535.0,766.0
2021-05-01_2021-05-07_S1B_S1A_T2.tif,2021-05-01,2021-05-07,2021/05/04,,,,,,,
2019-09-17_2019-09-23_S1B_S1A_T2.tif,2019-09-17,2019-09-23,2019/09/20,9935.0,7699.0,5504.0,3566.0,3017.0,1440.0,768.0
2019-12-22_2019-12-28_S1B_S1A.tif,2019-12-22,2019-12-28,2019/12/25,,,,,,,
2021-09-28_2021-10-10_S1A_S1A.tif,2021-09-28,2021-10-10,2021/10/04,11640.0,,,,3720.0,1990.0,
2019-11-04_2019-11-10_S1B_S1A.tif,2019-11-04,2019-11-10,2019/11/07,,,,,,,
2018-02-10_2018-02-16_S1B_S1A.tif,2018-02-10,2018-02-16,2018/02/13,,,,3463.0,3103.0,1601.0,673.0
2021-02-14_2021-02-20_S1B_S1A_T2.tif,2021-02-14,2021-02-20,2021/02/17,,,,,,,
2019-09-09_2019-09-15_S1B_S1A.tif,2019-09-09,2019-09-15,2019/09/12,9727.0,7049.0,5127.0,,2740.0,1463.0,768.0
2020-12-29_2021-01-04_S1B_S1A.tif,2020-12-29,2021-01-04,2021/01/01,,,,,,,
2020-11-14_2020-11-20_S1B_S1A.tif,2020-11-14,2020-11-20,2020/11/17,,,5724.0,4203.0,3554.0,1811.0,
2021-05-09_2021-05-21_S1B_S1B_T2.tif,2021-05-09,2021-05-21,2021/05/15,11201.0,,,3946.0,3476.0,1830.0,824.0
2019-06-05_2019-06-11_S1B_S1A.tif,2019-06-05,2019-06-11,2019/06/08,,,,,2874.0,1691.0,717.0
2019-05-08_2019-05-14_S1B_S1A_T2.tif,2019-05-08,2019-05-14,2019/05/11,7661.0,6025.0,,3228.0,2786.0,1581.0,901.0
2018-07-04_2018-07-16_S1B_S1B_T2.tif,2018-07-04,2018-07-16,2018/07/10,,,,,,,
2022-02-03_2022-02-15_S1A_S1A.tif,2022-02-03,2022-02-15,2022/02/09,,,,3905.0,,1798.0,862.0
2018-08-18_2018-08-30_S1A_S1A.tif,2018-08-18,2018-08-30,2018/08/24,,,4781.0,,,1527.0,793.0
2021-05-26_2021-06-07_S1B_S1B.tif,2021-05-26,2021-06-07,2021/06/01,,,,,,,
2021-10-12_2021-10-18_S1B_S1A.tif,2021-10-12,2021-10-18,2021/10/15,,,,,,,
